2021062622001445241422044587	,210_202106267336785801761868	,2021-06-26 12:42:23 ,2021-06-26 12:42:23 ,2021-06-26 12:42:23 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-佟师傅-06月25日行程   ,47.75   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210626360499300241 	,                    	,2021-06-26 03:44:52 ,                    ,2021-06-26 03:44:52 ,支付宝网站     ,即时到账交易          ,中欧基金管理有限公司      ,余额宝-2021.06.25-收益发放 ,5.39    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021062522001445241420791447	,210_202106257335904201093362	,2021-06-25 19:59:34 ,2021-06-25 19:59:34 ,2021-06-25 19:59:34 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-李师傅-06月21日行程   ,11.58   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021062522001445241420300017	,20210625093941988053	,2021-06-25 09:39:42 ,2021-06-25 09:39:43 ,2021-06-25 09:39:43 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京轨道交通路网管理有限公司  ,6月25日08:23 - 北京轨道交通扫码乘车,3.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021062522001445241420059329	,96240962561151      	,2021-06-25 08:03:13 ,2021-06-25 08:03:13 ,2021-06-25 08:03:13 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,叮当快药            ,订单号：96240962561151  ,79.10   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021062522001445241419956634	,2021062546389PS5774990570	,2021-06-25 07:13:36 ,2021-06-25 07:13:37 ,2021-06-25 07:13:37 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杭州乐读科技有限公司      ,网易云音乐-会员自动续费        ,13.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210625354870016241 	,                    	,2021-06-25 05:37:52 ,                    ,2021-06-25 05:37:52 ,支付宝网站     ,即时到账交易          ,中欧基金管理有限公司      ,余额宝-2021.06.24-收益发放 ,5.28    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021062422001445241419547703	,8912660000489000009000781267321175	,2021-06-24 12:01:52 ,2021-06-24 12:01:53 ,2021-06-24 12:01:53 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,食味悠然            ,食味悠然                ,21.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021062422001445241418945453	,20210624094242643053	,2021-06-24 09:42:45 ,2021-06-24 09:42:46 ,2021-06-24 09:42:46 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京轨道交通路网管理有限公司  ,6月24日08:21 - 北京轨道交通扫码乘车,5.60    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210624347951140241 	,                    	,2021-06-24 05:30:31 ,                    ,2021-06-24 05:30:31 ,支付宝网站     ,即时到账交易          ,中欧基金管理有限公司      ,余额宝-2021.06.23-收益发放 ,5.20    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021062322001445241418676450	,20210623092302439053	,2021-06-23 09:23:08 ,2021-06-23 09:23:08 ,2021-06-23 09:23:08 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京轨道交通路网管理有限公司  ,6月23日08:00 - 北京轨道交通扫码乘车,5.60    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210623341135570241 	,                    	,2021-06-23 05:40:14 ,                    ,2021-06-23 05:40:14 ,支付宝网站     ,即时到账交易          ,中欧基金管理有限公司      ,余额宝-2021.06.22-收益发放 ,5.10    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021062222001445241418089902	,20210622092102707053	,2021-06-22 09:21:06 ,2021-06-22 09:21:07 ,2021-06-22 09:21:07 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京轨道交通路网管理有限公司  ,6月22日07:54 - 北京轨道交通扫码乘车,5.60    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210622334696849241 	,                    	,2021-06-22 05:44:50 ,                    ,2021-06-22 05:44:50 ,支付宝网站     ,即时到账交易          ,中欧基金管理有限公司      ,余额宝-2021.06.21-收益发放 ,5.19    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021062122001445241417346181	,20210621103141946053	,2021-06-21 10:31:42 ,2021-06-21 10:31:43 ,2021-06-21 10:31:43 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京轨道交通路网管理有限公司  ,6月21日09:06 - 北京轨道交通扫码乘车,5.60    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021062122001145241417593637	,T200P1891576765067859710	,2021-06-21 07:36:40 ,2021-06-21 07:36:48 ,2021-07-01 13:54:34 ,淘宝        ,支付宝担保交易         ,阿里健康大药房         ,九芝堂六味地黄丸肾宝片肾虚男补肾强身肾阴虚肾阳虚六味地黄地丸 等多件,86.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210621327479131241 	,                    	,2021-06-21 05:29:37 ,                    ,2021-06-21 05:29:37 ,支付宝网站     ,即时到账交易          ,中欧基金管理有限公司      ,余额宝-2021.06.20-收益发放 ,5.13    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021062022001445241416900296	,20210620220622032053	,2021-06-20 22:06:22 ,2021-06-20 22:06:23 ,2021-06-20 22:06:23 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京轨道交通路网管理有限公司  ,6月20日21:43 - 北京轨道交通扫码乘车,3.20    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021062022001445241417253003	,21062011100400000025004546489757	,2021-06-20 18:46:35 ,2021-06-20 18:46:35 ,2021-06-20 18:46:35 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团              ,美团订单-21062011100400000025004546489757,159.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021062022001445241417198257	,20210620184124932053	,2021-06-20 18:41:25 ,2021-06-20 18:41:26 ,2021-06-20 18:41:26 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京轨道交通路网管理有限公司  ,6月20日18:14 - 北京轨道交通扫码乘车,3.20    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021062022001145241417071257	,T200P1890804747956859710	,2021-06-20 16:41:17 ,2021-06-20 16:41:19 ,2021-07-01 15:22:50 ,淘宝        ,支付宝担保交易         ,欧普照明枫柳专卖店       ,【狂欢价】欧普浴霸照明5W中间防水防爆led光源卫生间275w取暖E27螺口灯泡 等多件,16.76   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021062022001145241416962996	,T200P1888840442906859710	,2021-06-20 08:46:27 ,2021-06-20 08:46:28 ,2021-06-30 15:24:54 ,淘宝        ,支付宝担保交易         ,欧莱雅男士官方旗舰店      ,【狂欢价】【618狂欢】欧莱雅男士专用洗面奶火山泥控油抗痘淡化痘印去角质,43.90   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210620318780777241 	,                    	,2021-06-20 03:12:18 ,                    ,2021-06-20 03:12:18 ,支付宝网站     ,即时到账交易          ,中欧基金管理有限公司      ,余额宝-2021.06.19-收益发放 ,5.13    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021061922001445241416343634	,21061911100400000024918198491757	,2021-06-19 19:44:04 ,2021-06-19 19:44:04 ,2021-06-19 19:44:04 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团              ,美团订单-21061911100400000024918198491757,23.13   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021061922001445241416861057	,20210619000314161802023	,2021-06-19 19:40:21 ,2021-06-19 19:40:21 ,2021-06-19 19:40:21 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,叮咚买菜            ,叮咚买菜-2106192472319402023,63.47   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021061922001445241416654780	,16240842852902339345244	,2021-06-19 14:31:25 ,2021-06-19 14:31:27 ,2021-06-19 14:31:27 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,刘金志钟表店          ,收钱码收款               ,4.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021061922001445241416009756	,16240714469902339345244	,2021-06-19 10:57:26 ,2021-06-19 10:57:29 ,2021-06-19 10:57:29 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,郭子粮油店           ,收钱码收款               ,3.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021061922001445241416627296	,46240704941902339345244	,2021-06-19 10:41:34 ,2021-06-19 10:41:37 ,2021-06-19 10:41:59 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,王伦升             ,收钱码收款               ,60.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210619312080079241 	,                    	,2021-06-19 03:42:28 ,                    ,2021-06-19 03:42:28 ,支付宝网站     ,即时到账交易          ,中欧基金管理有限公司      ,余额宝-2021.06.18-收益发放 ,6.00    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021061822001445241416094190	,310689151988        	,2021-06-18 19:33:01 ,2021-06-18 19:33:02 ,2021-06-18 19:33:02 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,7-11(万红路店)      ,7-ELEVEn北京万红路店消费    ,26.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021061822001445241415689073	,20210618092242204053	,2021-06-18 09:22:42 ,2021-06-18 09:22:43 ,2021-06-18 09:22:43 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京轨道交通路网管理有限公司  ,6月18日08:04 - 北京轨道交通扫码乘车,5.60    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210618305374026241 	,                    	,2021-06-18 05:42:34 ,                    ,2021-06-18 05:42:34 ,支付宝网站     ,即时到账交易          ,中欧基金管理有限公司      ,余额宝-2021.06.17-收益发放 ,5.21    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210618009130101000240015555212	,20210618009130501000240024683017	,2021-06-18 02:09:52 ,2021-06-18 02:09:52 ,2021-06-18 02:09:52 ,支付宝网站     ,即时到账交易          ,中欧基金管理有限公司      ,余额宝-自动转入            ,104.00  ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20210618200040011100240092043230	,                    	,2021-06-18 01:18:42 ,2021-06-18 01:18:45 ,2021-06-18 01:18:45 ,支付宝网站     ,即时到账交易          ,诺诺(苑溪柳)         ,代买                  ,76.66   ,支出      ,交易成功    ,0.00     ,0.00     ,代买                  ,已支出      ,
2021061822001445241415576988	,CPR2106180052507418082699E	,2021-06-18 00:52:50 ,2021-06-18 00:52:51 ,2021-06-18 00:52:57 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,哈啰出行            ,哈啰单车骑行              ,3.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021061822001445241415643151	,210_202106187326023001833201	,2021-06-18 00:13:26 ,2021-06-18 00:13:26 ,2021-06-18 00:13:26 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-程师傅-06月16日行程   ,11.80   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210617009130201010240093699758	,LC2021061723430820889023393452440081	,2021-06-17 23:43:08 ,2021-06-17 23:43:08 ,2021-06-17 23:43:09 ,支付宝网站     ,即时到账交易          ,招商银行            ,余额宝-转出到银行卡          ,1000.00 ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2021061722001496961425899011	,46239297378802547196965	,2021-06-17 19:35:38 ,2021-06-17 19:35:43 ,2021-06-17 19:35:43 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,**旭             ,收钱码收款               ,104.00  ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021061722001445241415417081	,951266000049290000P0210617193515005000000022	,2021-06-17 19:35:15 ,2021-06-17 19:35:16 ,2021-06-17 19:35:16 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,顺兴斋清真餐厅         ,支付码:323515 顺兴斋（电机厂店）(6974725018202776532),208.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210617200040011100240091536483	,                    	,2021-06-17 14:12:03 ,2021-06-17 14:12:06 ,2021-06-17 14:12:06 ,支付宝网站     ,即时到账交易          ,诺诺(苑溪柳)         ,代买                  ,70.00   ,支出      ,交易成功    ,0.00     ,0.00     ,代买                  ,已支出      ,
2021061722001445241414531211	,20210617101641946053	,2021-06-17 10:16:43 ,2021-06-17 10:16:44 ,2021-06-17 10:16:44 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京轨道交通路网管理有限公司  ,6月17日08:59 - 北京轨道交通扫码乘车,5.60    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210617398379432241 	,                    	,2021-06-17 05:47:54 ,                    ,2021-06-17 05:47:54 ,支付宝网站     ,即时到账交易          ,中欧基金管理有限公司      ,余额宝-2021.06.16-收益发放 ,5.48    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021061722001445241414969006	,20210617003742349053	,2021-06-17 00:37:42 ,2021-06-17 00:37:43 ,2021-06-17 00:37:43 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京轨道交通路网管理有限公司  ,6月11日17:06 - 北京轨道交通扫码乘车,3.20    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021061622001445241415124544	,20210616204802608053	,2021-06-16 20:48:02 ,2021-06-16 20:48:03 ,2021-06-16 20:48:03 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京轨道交通路网管理有限公司  ,6月16日19:22 - 北京轨道交通扫码乘车,5.60    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210616001080012204240096229546	,                    	,2021-06-16 14:24:38 ,                    ,2021-06-16 14:24:42 ,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-富国中证500指数增强(LOF)-买入,500.00  ,        ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210616001080012204240096266855	,                    	,2021-06-16 14:23:25 ,                    ,2021-06-16 14:23:25 ,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-华夏沪港通上证50AHA-买入退款,1000.00 ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210616001080012204240096266855	,                    	,2021-06-16 14:22:44 ,                    ,2021-06-16 14:23:24 ,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-华夏沪港通上证50AHA-买入,1000.00 ,        ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210616001080012204240096296461	,                    	,2021-06-16 14:21:06 ,                    ,2021-06-16 14:21:11 ,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-汇添富中盘价值精选混合C-买入,1000.00 ,        ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021061622001445241414236565	,20210616110621947053	,2021-06-16 11:06:22 ,2021-06-16 11:06:22 ,2021-06-16 11:06:22 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京轨道交通路网管理有限公司  ,6月16日09:49 - 北京轨道交通扫码乘车,7.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210616390992654241 	,                    	,2021-06-16 05:42:18 ,                    ,2021-06-16 05:42:18 ,支付宝网站     ,即时到账交易          ,中欧基金管理有限公司      ,余额宝-2021.06.15-收益发放 ,7.38    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021061522001445241414230747	,46237610549902339345244	,2021-06-15 20:44:15 ,2021-06-15 20:44:20 ,2021-06-15 20:44:20 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,小丑鱼             ,收钱码收款               ,48.60   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021061522001445241414235065	,20210615201302586053	,2021-06-15 20:13:03 ,2021-06-15 20:13:03 ,2021-06-15 20:13:03 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京轨道交通路网管理有限公司  ,6月15日18:51 - 北京轨道交通扫码乘车,7.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021061522001445241414112171	,20210615092403660053	,2021-06-15 09:24:06 ,2021-06-15 09:24:07 ,2021-06-15 09:24:07 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京轨道交通路网管理有限公司  ,6月15日08:40 - 北京轨道交通扫码乘车,5.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021061522001445241414068418	,20210615081922143053	,2021-06-15 08:19:27 ,2021-06-15 08:19:28 ,2021-06-15 08:19:28 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京轨道交通路网管理有限公司  ,6月15日07:31 - 北京轨道交通扫码乘车,6.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210615384301217241 	,                    	,2021-06-15 05:47:49 ,                    ,2021-06-15 05:47:49 ,支付宝网站     ,即时到账交易          ,中欧基金管理有限公司      ,余额宝-2021.06.14-收益发放 ,4.66    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
